,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,sentiment
49,1420368529455468545,1420368529455468545,2021-07-28 18:30:21 India Standard Time,2021-07-28,18:30:21,530,15516427,scalable,Scalable Software,,"Employers that don't offer the option of #remotework could struggle to hire new, and retain current, staff - read more from @ranimolla at @Recode  https://t.co/n4OlTmbB4d #employeesatisfaction #WFH  https://t.co/saEyc7aU3z",en,"[{'screen_name': 'ranimolla', 'name': 'rani molla', 'id': '17904829'}, {'screen_name': 'recode', 'name': 'recode', 'id': '2244340904'}]",['https://buff.ly/3BrCC5v'],['https://pbs.twimg.com/media/E7YpphQWQAEcmUu.jpg'],0,0,0,"['remotework', 'employeesatisfaction', 'wfh']",[],https://twitter.com/Scalable/status/1420368529455468545,False,,1,https://pbs.twimg.com/media/E7YpphQWQAEcmUu.jpg,,,,,,,[],,,,,Positive
50,1420368332792938502,1420368332792938502,2021-07-28 18:29:34 India Standard Time,2021-07-28,18:29:34,530,22090807,doco,DOCO,,Working from home is transforming me #WFH,en,[],[],[],0,0,0,['wfh'],[],https://twitter.com/DOCO/status/1420368332792938502,False,,0,,,,,,,,[],,,,,Neutral
51,1420367963601920007,1420367963601920007,2021-07-28 18:28:06 India Standard Time,2021-07-28,18:28:06,530,1390348366169743366,logsummerhouse,Log Summer House,,"Garden Offices, Log Cabins, Summer Houses &amp; Gazebos in a Range of Colours, Shapes &amp; Sizes  Fitting Service or Free UK Delivery   https://t.co/nBqjc4bIgE  #ContemporaryGardenRoom #InsulatedGardenRoom #SummerSolstice #heatwave #sunshine #gardenviews #sunroom #timberextension #wfh  https://t.co/FTgE4agDPN",en,[],['https://comparepriceswebsite.co.uk/index.php/log-cabin-calculator/'],['https://pbs.twimg.com/media/E7YpIm-XMAsEFQ5.jpg'],0,0,0,"['contemporarygardenroom', 'insulatedgardenroom', 'summersolstice', 'heatwave', 'sunshine', 'gardenviews', 'sunroom', 'timberextension', 'wfh']",[],https://twitter.com/LogSummerHouse/status/1420367963601920007,False,,1,https://pbs.twimg.com/media/E7YpIm-XMAsEFQ5.jpg,,,,,,,[],,,,,Positive
52,1420367449032208394,1420367449032208394,2021-07-28 18:26:03 India Standard Time,2021-07-28,18:26:03,530,21586578,creativebklyn,Brooklyn Creative League,,Not everyone can successfully work from home. A few members share their positive experience of working at BCL during the pandemic:  https://t.co/fbn8DyMEMB #blog #coworking #wfh #productivity  https://t.co/cXzI9kRwpA,en,[],['https://buff.ly/2PXqypE'],['https://pbs.twimg.com/media/E7YoqmUXsAEN-oO.png'],0,0,1,"['blog', 'coworking', 'wfh', 'productivity']",[],https://twitter.com/CreativeBklyn/status/1420367449032208394,False,,1,https://pbs.twimg.com/media/E7YoqmUXsAEN-oO.png,,,,,,,[],,,,,Positive
53,1420366959544307721,1420366959544307721,2021-07-28 18:24:06 India Standard Time,2021-07-28,18:24:06,530,1349024611539841028,cnbc_mark,CNBC Mark Greenrich,,Companies that are forcing workers back to the office are the new cab drivers…stuck in the past #WFH #Delta #COVID #TokyoOlympics,en,[],[],[],0,0,0,"['wfh', 'delta', 'covid', 'tokyoolympics']",[],https://twitter.com/cnbc_mark/status/1420366959544307721,False,,0,,,,,,,,[],,,,,Negative
54,1420366689313636356,1420366689313636356,2021-07-28 18:23:02 India Standard Time,2021-07-28,18:23:02,530,40291826,anurag_srvstv,Anurag Srivastava,,"When COVID-19 pushed millions around the world to work from home, little focus was given at the time of urgency to the longer-term impacts. Read about the pros and cons of #WorkFromHome (#WFH) models and which way companies are leaning in this blog  https://t.co/e53bdbrwBE",en,[],['https://okt.to/WeCc36'],[],0,0,0,"['workfromhome', 'wfh']",[],https://twitter.com/anurag_srvstv/status/1420366689313636356,False,,0,,,,,,,,[],,,,,Negative
55,1420366482412814344,1420366482412814344,2021-07-28 18:22:13 India Standard Time,2021-07-28,18:22:13,530,151843567,kyledavidgroup,KDG,,"When IT disaster strikes, turn to the team who has the time and technology to get you back to business. #WFH #ITsupport  https://t.co/GIH1vEcjvg",en,[],['https://youtu.be/vo9dySuqCOU'],[],0,0,1,"['wfh', 'itsupport']",[],https://twitter.com/kyledavidgroup/status/1420366482412814344,False,,0,,,,,,,,[],,,,,Neutral
57,1420365711696973829,1420365711696973829,2021-07-28 18:19:09 India Standard Time,2021-07-28,18:19:09,530,1364934235426029572,mikebrandesav,mike brandes,,"What’s the threshold for taking a sick day as a #wfh employee? When I was in office I’d take a  day if  - I didn’t think I could last all day - I didn’t think I could make the commute  As a #wfh person, I can nap between meetings, so what is the cutoff bw sick day and work day?",en,[],[],[],4,0,3,"['wfh', 'wfh']",[],https://twitter.com/mikebrandesav/status/1420365711696973829,False,,0,,,,,,,,[],,,,,Negative
58,1420364788589338624,1420364788589338624,2021-07-28 18:15:29 India Standard Time,2021-07-28,18:15:29,530,2378489462,bernardlim108,Bernard Lim,"{'type': 'Point', 'coordinates': [1.29265, 103.81557]}",Burnt the calories #briskwalk #stayhealthy #staysafe #wfh #planking #selfdiscipline @ Alexandra Canal Linear Park  https://t.co/zG4f5PF2zN,en,[],['https://www.instagram.com/p/CR3w-5ZH8vt/?utm_medium=twitter'],[],0,0,0,"['briskwalk', 'stayhealthy', 'staysafe', 'wfh', 'planking', 'selfdiscipline']",[],https://twitter.com/bernardlim108/status/1420364788589338624,False,,0,,,,,,,,[],,,,,Neutral
59,1420364503556915200,1420364503556915200,2021-07-28 18:14:21 India Standard Time,2021-07-28,18:14:21,530,2835419946,quickridein,Quick Ride - Carpool . Taxi . Jobs . Bazaary,,That's a good move to support the people who are dependent of small office jobs. Returning to office will save so many lives and their family for good. As a community we should step forward.  #BackToWork #WFH #Hyderabad #SaveLives,en,[],[],[],1,0,2,"['backtowork', 'wfh', 'hyderabad', 'savelives']",[],https://twitter.com/QuickRidein/status/1420364503556915200,False,https://twitter.com/chethusgowda/status/1420360228852305929,0,,,,,,,,[],,,,,Positive
61,1420362629223120903,1420345339492528131,2021-07-28 18:06:54 India Standard Time,2021-07-28,18:06:54,530,2835419946,quickridein,Quick Ride - Carpool . Taxi . Jobs . Bazaary,,"@chethusgowda @knmrao That's a good read. Yes as a community, we need to support those who are dependent on small jobs by getting back to office. And travelling on @QuickRidein is the economical, reliable and eco-friendly option. #SupportPeople #WFH #BackToWork",en,"[{'screen_name': 'quickridein', 'name': 'quick ride - carpool . taxi . jobs . bazaary', 'id': '2835419946'}]",[],[],0,0,0,"['supportpeople', 'wfh', 'backtowork']",[],https://twitter.com/QuickRidein/status/1420362629223120903,False,,0,,,,,,,,"[{'screen_name': 'chethusgowda', 'name': 'chethan gowda', 'id': '553761372'}, {'screen_name': 'knmrao', 'name': 'KNM Rao', 'id': '129509630'}]",,,,,Positive
62,1420362014996717571,1420362014996717571,2021-07-28 18:04:28 India Standard Time,2021-07-28,18:04:28,530,140540532,cybelesoft,Cybele Software,,"In this article, we will show you how to configure the NOD32 ESET antivirus software to work properly with Thinfinity Remote Desktop 5.0.   https://t.co/FwljnjyiWS   #WFH #HybridWork #DigitalWorkspace #Security  https://t.co/FzzncFelLQ",en,[],['https://hubs.li/H0T7P_50'],['https://pbs.twimg.com/media/E7YjubiXsAgJ4xp.jpg'],0,0,0,"['wfh', 'hybridwork', 'digitalworkspace', 'security']",[],https://twitter.com/cybelesoft/status/1420362014996717571,False,,1,https://pbs.twimg.com/media/E7YjubiXsAgJ4xp.jpg,,,,,,,[],,,,,Negative
63,1420359881299742725,1420359881299742725,2021-07-28 17:55:59 India Standard Time,2021-07-28,17:55:59,530,926605116853161984,verintamy,Amy Curry,,No more silos! New @Verint blog from @JenniferLSnell—why enterprises need to operationalize #AI across their entire business  https://t.co/hIx7T8qBol #IntelligentSelfService #ConversationalAI #WFH #MachineLearning #Cloud #CX #Automation,en,"[{'screen_name': 'verint', 'name': 'verint', 'id': '19303263'}, {'screen_name': 'jenniferlsnell', 'name': 'jennifer snell', 'id': '138133115'}]",['https://bit.ly/3f4NkFA'],[],0,0,2,"['ai', 'intelligentselfservice', 'conversationalai', 'wfh', 'machinelearning', 'cloud', 'cx', 'automation']",[],https://twitter.com/VerintAmy/status/1420359881299742725,False,,0,,,,,,,,[],,,,,Negative
64,1420359765365084163,1420359765365084163,2021-07-28 17:55:31 India Standard Time,2021-07-28,17:55:31,530,1151861345039634433,suehussverint,@suehussverint,,No more silos! New @Verint blog from @JenniferLSnell—why enterprises need to operationalize #AI across their entire business  https://t.co/dzdaw4nyfl #IntelligentSelfService #ConversationalAI #WFH #MachineLearning #Cloud #CX #Automation,en,"[{'screen_name': 'verint', 'name': 'verint', 'id': '19303263'}, {'screen_name': 'jenniferlsnell', 'name': 'jennifer snell', 'id': '138133115'}]",['https://bit.ly/3f4NkFA'],[],0,0,1,"['ai', 'intelligentselfservice', 'conversationalai', 'wfh', 'machinelearning', 'cloud', 'cx', 'automation']",[],https://twitter.com/suehussverint/status/1420359765365084163,False,,0,,,,,,,,[],,,,,Negative
65,1420359138136272902,1420359138136272902,2021-07-28 17:53:02 India Standard Time,2021-07-28,17:53:02,530,961394587150331904,otter_ai,Otter.ai Voice Meeting Notes,,"The pandemic changed the way we work and collaborate. With #remotework being a new normal, let us look at some stats and the new #futureofwork.  Shocking Meeting Statistics In 2020 That Will Take You By Surprise  https://t.co/MBw52UsRPN #Collabonation #WFH #Covid_19",en,[],['https://blog.otter.ai/meeting-statistics/'],[],0,0,2,"['remotework', 'futureofwork', 'collabonation', 'wfh', 'covid_19']",[],https://twitter.com/otter_ai/status/1420359138136272902,False,,0,,,,,,,,[],,,,,Negative
66,1420359040467705860,1420359040467705860,2021-07-28 17:52:38 India Standard Time,2021-07-28,17:52:38,530,1191669744769916928,flexa_careers,Flexa,,@weareagent3 are Flexified!⁣  🏠 2+ days WFH p/w  ⏰ Flexi-hours  🐕 Dog friendlY  🍼 Enhanced Parental Leave  🧠 Mental &amp; physical wellbeing support ⁣ Learn more here:  https://t.co/PjJLCwXaGL  #flexacareers #agent3 #marketing #tech #flexiblework #wfh #remotework #hr #work #uk  https://t.co/fp7sAntqw3,en,[],['https://flexa.careers/companies/agent3'],['https://pbs.twimg.com/media/E7Yg_nRWEAEBYkt.jpg'],0,1,0,"['flexacareers', 'agent3', 'marketing', 'tech', 'flexiblework', 'wfh', 'remotework', 'hr', 'work', 'uk']",[],https://twitter.com/Flexa_careers/status/1420359040467705860,False,,1,https://pbs.twimg.com/media/E7Yg_nRWEAEBYkt.jpg,,,,,,,[],,,,,Positive
67,1420358980828758016,1420358980828758016,2021-07-28 17:52:24 India Standard Time,2021-07-28,17:52:24,530,21303710,carlmuhlstein,Carl Muhlstein,,"Before we return to the office, should we get a better understanding of current societal #WFH changes? The great reset in #design, #flexspace, #flexschedule &amp; building amenities &amp; location deserve renewed attention after reading this. via @NYTimes  https://t.co/H2DRM38esM",en,"[{'screen_name': 'nytimes', 'name': 'the new york times', 'id': '807095'}]",['https://www.nytimes.com/interactive/2021/07/27/business/economy/covid-parenting-work-time.html?referringSource=articleShare'],[],0,0,0,"['wfh', 'design', 'flexspace', 'flexschedule']",[],https://twitter.com/CarlMuhlstein/status/1420358980828758016,False,,0,,,,,,,,[],,,,,Positive
68,1420357145749606404,1420357145749606404,2021-07-28 17:45:07 India Standard Time,2021-07-28,17:45:07,530,160549126,queueassociates,Queue Associates,,Is Transitioning Back to Work Causing a Nightmare for the IT Department?  https://t.co/FVJ5ZduyoI  #WFH #BYOD #IT #CIO  https://t.co/N7rJkiQ8d1,en,[],['http://ow.ly/wGVe50FwEn1'],['https://pbs.twimg.com/media/E7YfTCSWUAI4E1L.jpg'],0,1,3,"['wfh', 'byod', 'it', 'cio']",[],https://twitter.com/QueueAssociates/status/1420357145749606404,False,,1,https://pbs.twimg.com/media/E7YfTCSWUAI4E1L.jpg,,,,,,,[],,,,,Neutral
69,1420357128888406018,1420357128888406018,2021-07-28 17:45:03 India Standard Time,2021-07-28,17:45:03,530,19123904,joseph_santoro,Dr. Joseph Santoro,"{'type': 'Point', 'coordinates': [38.9395077, -77.0251478]}",Workers face a new #Burnout threat in the #DeltaVariantOffice: excessive #Collaboration!    https://t.co/fMsBuEz6Be #Office #OfficeLife #WFH #WFHLife #WorkLifeBalance #PostPandemic #PostCOVID #CovidLife #COVID19 #COVID #Work #Working #DeltaVariant #DeltaLife #HR #HybridWorkplace,en,[],['https://trib.al/c59yuZm'],[],0,1,0,"['burnout', 'deltavariantoffice', 'collaboration', 'office', 'officelife', 'wfh', 'wfhlife', 'worklifebalance', 'postpandemic', 'postcovid', 'covidlife', 'covid19', 'covid', 'work', 'working', 'deltavariant', 'deltalife', 'hr', 'hybridworkplace']",[],https://twitter.com/Joseph_Santoro/status/1420357128888406018,False,,0,,,,,,,,[],,,,,Negative
71,1420356284264579074,1420356284264579074,2021-07-28 17:41:41 India Standard Time,2021-07-28,17:41:41,530,844184629921898498,hyparx,Hyparxis LTD,,"Enable #WFH productivity. This solution brief, brought to you by Hyparxis Integrated Solutions Limited, describes how #HPE Small Business Solutions for Remote Workers—built on @HPEGen10Server—are reliable and deliver high availability. #hpeserver  https://t.co/Nkevjhkbc4",en,"[{'screen_name': 'hpegen10server', 'name': 'hpe gen10 servers', 'id': '963690227142352896'}]",['https://stuf.in/b6rs0m'],[],0,0,0,"['wfh', 'hpe', 'hpeserver']",[],https://twitter.com/hyparx/status/1420356284264579074,False,,0,,,,,,,,[],,,,,Negative
72,1420355222204043269,1420355222204043269,2021-07-28 17:37:28 India Standard Time,2021-07-28,17:37:28,530,940647990150213632,briconferences,BRI Network,, https://t.co/QxqDMuiKRH #HumanResources #EmployeeExperience #WFH #returntotheoffice #HR #hybridwork #employers #workplacesafety #Motivation #WorkFromHome #work #rtItBot @BlazedRTs @Retweet_Lyfe Thank you for the #information @HRMorning,en,"[{'screen_name': 'blazedrts', 'name': 'blazed', 'id': '715492170392846336'}, {'screen_name': 'retweet_lyfe', 'name': 'retweet bot', 'id': '853326372672090113'}, {'screen_name': 'hrmorning', 'name': 'hr morning', 'id': '14335953'}]",['https://www.hrmorning.com/articles/re-engage-employees/'],[],0,7,2,"['humanresources', 'employeeexperience', 'wfh', 'returntotheoffice', 'hr', 'hybridwork', 'employers', 'workplacesafety', 'motivation', 'workfromhome', 'work', 'rtitbot', 'information']",[],https://twitter.com/BRIConferences/status/1420355222204043269,False,,0,,,,,,,,[],,,,,Neutral
73,1420354439068721155,1420354439068721155,2021-07-28 17:34:21 India Standard Time,2021-07-28,17:34:21,530,23340858,fnanetwork,Glen Murray,,Make a literal fortune with someone else's product  👇👇  https://t.co/KlX3JJdBrR #AffiliateMarketing #makemoneyonline #WFH #workingfromhome #Entrepreneurship #success #money  https://t.co/3q8ypZTty8,en,[],['https://fnanetwork.clickfunnels.com/fulltimeplrincome'],['https://pbs.twimg.com/media/E7Yc1VkXMAY1Oqh.png'],0,0,0,"['affiliatemarketing', 'makemoneyonline', 'wfh', 'workingfromhome', 'entrepreneurship', 'success', 'money']",[],https://twitter.com/FNAnetwork/status/1420354439068721155,False,,1,https://pbs.twimg.com/media/E7Yc1VkXMAY1Oqh.png,,,,,,,[],,,,,Positive
74,1420354348882616328,1420354348882616328,2021-07-28 17:34:00 India Standard Time,2021-07-28,17:34:00,530,802833620192948224,debi_gd,Deborah Grant-Dudley,,My newly decorated workspace. Chose a gentle yellow for a positive vibe. #WFH #amwriting  https://t.co/haqROMGEXv,en,[],[],['https://pbs.twimg.com/media/E7SUe8vX0AAwWzD.jpg'],0,0,3,"['wfh', 'amwriting']",[],https://twitter.com/debi_gd/status/1420354348882616328,False,,1,https://pbs.twimg.com/media/E7SUe8vX0AAwWzD.jpg,,,,,,,[],,,,,Positive
75,1420354165306449928,1420354165306449928,2021-07-28 17:33:16 India Standard Time,2021-07-28,17:33:16,530,1290772755835752452,vabiso,Vabiso.com,,Mid/Senior Copywriter | €20-26K #remotework #remotejobs #wfh  https://t.co/e1YI7V20qU,en,[],['https://vabiso.com/node/537851'],[],0,0,0,"['remotework', 'remotejobs', 'wfh']",[],https://twitter.com/vabiso/status/1420354165306449928,False,,0,,,,,,,,[],,,,,Neutral
76,1420354163020636162,1420354163020636162,2021-07-28 17:33:16 India Standard Time,2021-07-28,17:33:16,530,1290772755835752452,vabiso,Vabiso.com,,Home-based consultancy: Disability Assessment Consultant (63 days) #remotework #remotejobs #wfh  https://t.co/EL7YH1eN7C,en,[],['https://vabiso.com/node/537812'],[],0,0,0,"['remotework', 'remotejobs', 'wfh']",[],https://twitter.com/vabiso/status/1420354163020636162,False,,0,,,,,,,,[],,,,,Neutral
77,1420354161766539271,1420354161766539271,2021-07-28 17:33:15 India Standard Time,2021-07-28,17:33:15,530,1290772755835752452,vabiso,Vabiso.com,,In response to the High Level Political Forum 2021: Bridge the Gap of Empowerment &amp; Sustainability #remotework #remotejobs #wfh  https://t.co/u3vyAIzLs5,en,[],['https://vabiso.com/node/537816'],[],0,0,0,"['remotework', 'remotejobs', 'wfh']",[],https://twitter.com/vabiso/status/1420354161766539271,False,,0,,,,,,,,[],,,,,Positive
78,1420353898922094594,1420353898922094594,2021-07-28 17:32:13 India Standard Time,2021-07-28,17:32:13,530,1196775016198791168,luke_paws,Luke Cool Paws,,When somebody says something on a zoom call you don’t agree with.  😹😹  #workingfromhome #CatsOfTwitter #cats #WFH #Hedgewatch  https://t.co/GSiCZeUsDT,en,[],[],[],3,2,65,"['workingfromhome', 'catsoftwitter', 'cats', 'wfh', 'hedgewatch']",[],https://twitter.com/luke_paws/status/1420353898922094594,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1420353835365699586/pu/img/UYHlbr7IbAOBXn9a.jpg,,,,,,,[],,,,,Neutral
80,1420353492078694403,1420353492078694403,2021-07-28 17:30:36 India Standard Time,2021-07-28,17:30:36,530,270855032,lottyleeming,Charlotte Leeming,,Found a way to drown out the noise - make more noise! #wfh #blogging  https://t.co/1a3doWrU9B,en,[],[],['https://pbs.twimg.com/media/E7Yb-FPXEAEvTnG.jpg'],1,0,1,"['wfh', 'blogging']",[],https://twitter.com/lottyleeming/status/1420353492078694403,False,,1,https://pbs.twimg.com/media/E7Yb-FPXEAEvTnG.jpg,,,,,,,[],,,,,Positive
